,Số báo danh,Cụm thi,Toán,Ngữ văn,Ngoại ngữ,Vật lý,Hóa học,Sinh học,Lịch sử,Địa lý,GDCD
71,02078216,02 - Sở GDĐT TP. Hồ Chí Minh,8.20,,,4.00,6.25,6.50,,,
72,02083415,02 - Sở GDĐT TP. Hồ Chí Minh,6.00,5.75,,4.00,6.50,3.50,,,
73,02083094,02 - Sở GDĐT TP. Hồ Chí Minh,6.80,6.00,,4.00,6.50,4.00,,,
74,02058678,02 - Sở GDĐT TP. Hồ Chí Minh,7.20,,,4.00,6.75,,,,
75,02052851,02 - Sở GDĐT TP. Hồ Chí Minh,7.40,,,4.00,6.75,,,,
76,02074345,02 - Sở GDĐT TP. Hồ Chí Minh,6.40,5.75,,4.00,6.75,2.50,,,
77,02083824,02 - Sở GDĐT TP. Hồ Chí Minh,6.40,6.00,,4.00,6.75,4.25,,,
78,02025009,02 - Sở GDĐT TP. Hồ Chí Minh,7.20,6.25,,4.00,7.00,4.75,,,
79,02016465,02 - Sở GDĐT TP. Hồ Chí Minh,8.60,6.00,,4.00,7.00,5.50,,,
80,02024190,02 - Sở GDĐT TP. Hồ Chí Minh,8.40,5.75,,4.00,7.00,7.50,,,
81,02056175,02 - Sở GDĐT TP. Hồ Chí Minh,7.20,,,4.00,7.25,,,,
82,02066066,02 - Sở GDĐT TP. Hồ Chí Minh,6.40,5.50,,4.00,7.25,3.00,,,
83,02057956,02 - Sở GDĐT TP. Hồ Chí Minh,8.80,,,4.00,7.50,,,,
84,02083213,02 - Sở GDĐT TP. Hồ Chí Minh,6.00,6.75,,4.00,7.50,4.50,,,
85,02004111,02 - Sở GDĐT TP. Hồ Chí Minh,8.40,7.00,,4.00,7.50,6.00,,,
86,02070839,02 - Sở GDĐT TP. Hồ Chí Minh,8.40,,,4.00,8.00,7.50,,,
87,02030430,02 - Sở GDĐT TP. Hồ Chí Minh,8.20,5.25,,4.00,8.00,8.00,,,
88,03014925,03 - Sở GDĐT Hải Phòng,8.00,,,4.00,8.00,8.25,,,
89,02080125,02 - Sở GDĐT TP. Hồ Chí Minh,8.40,5.25,,4.00,8.00,8.50,,,
90,01082094,01 - Sở GDĐT Hà Nội,7.40,,,4.00,8.25,3.25,,,
91,03005229,03 - Sở GDĐT Hải Phòng,7.80,5.25,,4.00,8.25,6.75,,,
92,02055981,02 - Sở GDĐT TP. Hồ Chí Minh,8.80,5.50,,4.00,8.50,9.00,,,
93,02047785,02 - Sở GDĐT TP. Hồ Chí Minh,8.00,6.50,,4.00,8.75,7.50,,,
94,02021064,02 - Sở GDĐT TP. Hồ Chí Minh,8.20,5.00,,4.00,8.75,7.50,,,
95,02005748,02 - Sở GDĐT TP. Hồ Chí Minh,8.80,6.25,,4.00,8.75,8.50,,,
96,02067913,02 - Sở GDĐT TP. Hồ Chí Minh,9.00,,,4.00,9.00,8.25,,,
97,02055999,02 - Sở GDĐT TP. Hồ Chí Minh,9.20,5.25,,4.00,9.25,8.00,,,
98,02069565,02 - Sở GDĐT TP. Hồ Chí Minh,4.20,3.25,,4.25,1.50,3.25,,,
99,02069116,02 - Sở GDĐT TP. Hồ Chí Minh,6.60,6.25,,4.25,2.50,4.00,,,
100,02083174,02 - Sở GDĐT TP. Hồ Chí Minh,5.80,5.50,,4.25,2.75,3.50,,,
101,02084835,02 - Sở GDĐT TP. Hồ Chí Minh,5.20,7.25,,4.25,3.00,2.75,,,
102,03012955,03 - Sở GDĐT Hải Phòng,6.80,,,4.25,3.25,,,,
103,02061840,02 - Sở GDĐT TP. Hồ Chí Minh,5.60,4.50,,4.25,3.25,4.25,,,
104,02058655,02 - Sở GDĐT TP. Hồ Chí Minh,7.00,,,4.25,3.50,,,,
105,02053164,02 - Sở GDĐT TP. Hồ Chí Minh,8.20,,,4.25,3.50,,,,
106,02081006,02 - Sở GDĐT TP. Hồ Chí Minh,6.20,4.25,,4.25,3.50,4.00,,,
107,02084174,02 - Sở GDĐT TP. Hồ Chí Minh,4.00,4.00,,4.25,3.50,4.25,,,
108,02066063,02 - Sở GDĐT TP. Hồ Chí Minh,5.00,5.75,,4.25,3.50,4.50,,,
109,02083001,02 - Sở GDĐT TP. Hồ Chí Minh,4.60,4.50,,4.25,3.75,2.50,,,
110,01074366,01 - Sở GDĐT Hà Nội,6.20,5.25,,4.25,3.75,2.75,,,
111,02024747,02 - Sở GDĐT TP. Hồ Chí Minh,6.40,6.75,,4.25,3.75,3.25,,,
112,02079017,02 - Sở GDĐT TP. Hồ Chí Minh,6.00,6.00,,4.25,3.75,3.50,,,
113,02068020,02 - Sở GDĐT TP. Hồ Chí Minh,6.00,6.75,,4.25,3.75,4.50,,,
114,02060132,02 - Sở GDĐT TP. Hồ Chí Minh,7.00,,,4.25,4.00,,,,
115,02069962,02 - Sở GDĐT TP. Hồ Chí Minh,3.40,5.25,,4.25,4.00,2.75,,,
116,02079860,02 - Sở GDĐT TP. Hồ Chí Minh,6.40,4.75,,4.25,4.00,4.00,,,
117,02079316,02 - Sở GDĐT TP. Hồ Chí Minh,6.60,6.25,,4.25,4.00,5.25,,,
118,02053069,02 - Sở GDĐT TP. Hồ Chí Minh,5.20,,,4.25,4.25,,,,
119,02082284,02 - Sở GDĐT TP. Hồ Chí Minh,6.40,5.00,,4.25,4.25,3.00,,,
120,02084230,02 - Sở GDĐT TP. Hồ Chí Minh,3.20,4.50,,4.25,4.25,3.75,,,
121,02083818,02 - Sở GDĐT TP. Hồ Chí Minh,4.40,6.75,,4.25,4.25,3.75,,,
122,02016128,02 - Sở GDĐT TP. Hồ Chí Minh,6.00,5.75,,4.25,4.25,3.75,,,
123,02004081,02 - Sở GDĐT TP. Hồ Chí Minh,4.60,3.75,,4.25,4.25,5.00,,,
124,02068159,02 - Sở GDĐT TP. Hồ Chí Minh,,6.00,,4.25,4.50,,,,
125,01079815,01 - Sở GDĐT Hà Nội,5.00,,,4.25,4.50,,,,
126,02084188,02 - Sở GDĐT TP. Hồ Chí Minh,5.20,4.50,,4.25,4.50,2.50,,,
127,02067919,02 - Sở GDĐT TP. Hồ Chí Minh,7.00,6.30,,4.25,4.50,5.00,,,
128,03001884,03 - Sở GDĐT Hải Phòng,8.00,,,4.25,4.75,,,,
129,02083292,02 - Sở GDĐT TP. Hồ Chí Minh,6.40,5.25,,4.25,4.75,3.00,,,
130,02069712,02 - Sở GDĐT TP. Hồ Chí Minh,6.80,5.50,,4.25,4.75,3.00,,,
131,02016397,02 - Sở GDĐT TP. Hồ Chí Minh,6.60,5.25,,4.25,4.75,3.75,,,
132,02076320,02 - Sở GDĐT TP. Hồ Chí Minh,6.60,6.00,,4.25,4.75,3.75,,,
133,02064426,02 - Sở GDĐT TP. Hồ Chí Minh,7.00,5.00,,4.25,4.75,3.75,,,
134,02083080,02 - Sở GDĐT TP. Hồ Chí Minh,7.20,5.00,,4.25,4.75,3.75,,,
135,02055009,02 - Sở GDĐT TP. Hồ Chí Minh,6.40,4.75,,4.25,4.75,4.25,,,
136,02081378,02 - Sở GDĐT TP. Hồ Chí Minh,5.40,6.25,,4.25,4.75,5.00,,,
137,02083069,02 - Sở GDĐT TP. Hồ Chí Minh,6.40,6.00,,4.25,4.75,5.50,,,
138,02049569,02 - Sở GDĐT TP. Hồ Chí Minh,7.40,6.00,,4.25,4.75,6.00,,,
139,02064918,02 - Sở GDĐT TP. Hồ Chí Minh,6.60,4.25,,4.25,5.00,2.75,,,
140,02062685,02 - Sở GDĐT TP. Hồ Chí Minh,6.60,6.08,,4.25,5.00,3.00,,,
141,02084291,02 - Sở GDĐT TP. Hồ Chí Minh,4.80,5.00,,4.25,5.00,3.25,,,
142,02083681,02 - Sở GDĐT TP. Hồ Chí Minh,6.00,5.00,,4.25,5.00,3.25,,,
143,02063889,02 - Sở GDĐT TP. Hồ Chí Minh,7.00,6.25,,4.25,5.00,3.75,,,
144,02076281,02 - Sở GDĐT TP. Hồ Chí Minh,7.20,6.75,,4.25,5.00,3.75,,,
145,02010040,02 - Sở GDĐT TP. Hồ Chí Minh,6.60,4.00,,4.25,5.00,4.00,,,
146,02068066,02 - Sở GDĐT TP. Hồ Chí Minh,5.80,6.00,,4.25,5.00,4.50,,,
147,02079059,02 - Sở GDĐT TP. Hồ Chí Minh,7.60,7.00,,4.25,5.00,4.75,,,
148,02008671,02 - Sở GDĐT TP. Hồ Chí Minh,7.80,6.50,,4.25,5.00,4.75,,,
149,02064953,02 - Sở GDĐT TP. Hồ Chí Minh,5.80,,,4.25,5.25,,,,
150,01086377,01 - Sở GDĐT Hà Nội,6.40,,,4.25,5.25,,,,
151,02068805,02 - Sở GDĐT TP. Hồ Chí Minh,7.40,6.50,,4.25,5.25,2.50,,,
152,02025046,02 - Sở GDĐT TP. Hồ Chí Minh,7.20,6.25,,4.25,5.25,3.50,,,
153,02082349,02 - Sở GDĐT TP. Hồ Chí Minh,6.60,6.50,,4.25,5.25,3.75,,,
154,02079132,02 - Sở GDĐT TP. Hồ Chí Minh,5.00,6.00,,4.25,5.25,4.50,,,
155,02079101,02 - Sở GDĐT TP. Hồ Chí Minh,6.00,6.00,,4.25,5.25,4.75,,,
156,02071745,02 - Sở GDĐT TP. Hồ Chí Minh,6.80,4.75,,4.25,5.50,3.00,,,
157,02071329,02 - Sở GDĐT TP. Hồ Chí Minh,5.40,5.25,,4.25,5.50,3.50,,,
158,02078355,02 - Sở GDĐT TP. Hồ Chí Minh,5.80,5.25,,4.25,5.50,4.00,,,
159,02024371,02 - Sở GDĐT TP. Hồ Chí Minh,7.20,5.00,,4.25,5.50,4.25,,,
160,02074186,02 - Sở GDĐT TP. Hồ Chí Minh,8.00,6.25,,4.25,5.50,4.50,,,
161,02084525,02 - Sở GDĐT TP. Hồ Chí Minh,4.20,6.50,,4.25,5.50,5.75,,,
162,02071792,02 - Sở GDĐT TP. Hồ Chí Minh,7.60,4.25,,4.25,5.75,3.75,,,
163,02078724,02 - Sở GDĐT TP. Hồ Chí Minh,7.00,6.25,,4.25,5.75,5.50,,,
164,02050797,02 - Sở GDĐT TP. Hồ Chí Minh,7.60,5.75,,4.25,5.75,5.75,,,
165,02083773,02 - Sở GDĐT TP. Hồ Chí Minh,6.60,6.25,,4.25,6.00,3.25,,,
166,02083391,02 - Sở GDĐT TP. Hồ Chí Minh,5.40,6.00,,4.25,6.00,5.00,,,
167,02018948,02 - Sở GDĐT TP. Hồ Chí Minh,6.80,6.75,,4.25,6.00,5.50,,,
168,02064970,02 - Sở GDĐT TP. Hồ Chí Minh,5.20,4.75,,4.25,6.25,2.50,,,
169,02060530,02 - Sở GDĐT TP. Hồ Chí Minh,6.00,7.50,,4.25,6.50,3.75,,,
170,02059016,02 - Sở GDĐT TP. Hồ Chí Minh,7.20,,,4.25,6.50,4.25,,,
171,02084639,02 - Sở GDĐT TP. Hồ Chí Minh,5.00,5.75,,4.25,6.50,4.50,,,
172,02001141,02 - Sở GDĐT TP. Hồ Chí Minh,8.60,6.50,,4.25,6.75,5.50,,,
173,02062572,02 - Sở GDĐT TP. Hồ Chí Minh,7.20,5.50,,4.25,6.75,5.75,,,
174,02024858,02 - Sở GDĐT TP. Hồ Chí Minh,6.20,7.00,,4.25,7.00,3.00,,,
175,02051068,02 - Sở GDĐT TP. Hồ Chí Minh,7.20,6.75,,4.25,7.00,4.25,,,
176,02054777,02 - Sở GDĐT TP. Hồ Chí Minh,7.00,,,4.25,7.00,7.00,,,
177,02078213,02 - Sở GDĐT TP. Hồ Chí Minh,8.60,,,4.25,7.25,,,,
178,02073219,02 - Sở GDĐT TP. Hồ Chí Minh,6.80,5.75,,4.25,7.25,4.00,,,
179,02084646,02 - Sở GDĐT TP. Hồ Chí Minh,7.20,5.00,,4.25,7.25,4.25,,,
180,02024958,02 - Sở GDĐT TP. Hồ Chí Minh,8.00,6.50,,4.25,7.50,6.75,,,
181,02076043,02 - Sở GDĐT TP. Hồ Chí Minh,6.80,,,4.25,7.75,5.75,,,
182,02055494,02 - Sở GDĐT TP. Hồ Chí Minh,8.40,5.25,,4.25,7.75,7.25,,,
183,02084319,02 - Sở GDĐT TP. Hồ Chí Minh,7.40,4.75,,4.25,7.75,8.00,,,
184,02070699,02 - Sở GDĐT TP. Hồ Chí Minh,8.00,,,4.25,7.75,8.00,,,
185,02039547,02 - Sở GDĐT TP. Hồ Chí Minh,7.60,7.50,,4.25,8.00,5.75,,,
186,02021745,02 - Sở GDĐT TP. Hồ Chí Minh,7.80,7.25,,4.25,8.00,7.75,,,
187,02008324,02 - Sở GDĐT TP. Hồ Chí Minh,6.80,7.00,,4.25,8.25,5.50,,,
188,02052635,02 - Sở GDĐT TP. Hồ Chí Minh,7.40,,,4.25,8.25,8.50,,,
189,02070857,02 - Sở GDĐT TP. Hồ Chí Minh,9.00,6.75,,4.25,8.75,6.00,,,
190,02005902,02 - Sở GDĐT TP. Hồ Chí Minh,8.40,5.25,,4.25,8.75,8.25,,,
191,02050406,02 - Sở GDĐT TP. Hồ Chí Minh,8.40,7.50,,4.25,8.75,8.50,,,
192,02067932,02 - Sở GDĐT TP. Hồ Chí Minh,9.60,,,4.25,8.75,8.50,,,
193,01076591,01 - Sở GDĐT Hà Nội,9.20,,,4.25,9.50,8.00,,,
194,02000132,02 - Sở GDĐT TP. Hồ Chí Minh,8.60,4.75,,4.25,9.50,9.25,,,
195,02069029,02 - Sở GDĐT TP. Hồ Chí Minh,6.20,4.50,,4.50,2.00,2.50,,,
196,02064509,02 - Sở GDĐT TP. Hồ Chí Minh,6.20,5.00,,4.50,2.25,3.25,,,
197,01080418,01 - Sở GDĐT Hà Nội,5.60,,,4.50,2.75,,,,
198,01089808,01 - Sở GDĐT Hà Nội,7.20,,,4.50,2.75,,,,
199,02056052,02 - Sở GDĐT TP. Hồ Chí Minh,4.00,6.50,,4.50,3.00,2.75,,,
200,02025080,02 - Sở GDĐT TP. Hồ Chí Minh,4.60,5.75,,4.50,3.00,2.75,,,
201,02056584,02 - Sở GDĐT TP. Hồ Chí Minh,5.80,4.00,,4.50,3.00,3.25,,,
202,02071736,02 - Sở GDĐT TP. Hồ Chí Minh,5.20,4.75,,4.50,3.00,4.00,,,
203,02060363,02 - Sở GDĐT TP. Hồ Chí Minh,5.00,5.00,,4.50,3.00,4.25,,,
204,02046855,02 - Sở GDĐT TP. Hồ Chí Minh,6.20,,,4.50,3.00,4.75,,,
205,01096766,01 - Sở GDĐT Hà Nội,5.40,7.00,,4.50,3.25,3.25,,,
206,03000281,03 - Sở GDĐT Hải Phòng,7.00,8.50,,4.50,3.25,4.50,,,
207,02069084,02 - Sở GDĐT TP. Hồ Chí Minh,6.00,6.50,,4.50,3.25,4.75,,,
208,02054600,02 - Sở GDĐT TP. Hồ Chí Minh,3.20,,,4.50,3.50,,,,
209,02052681,02 - Sở GDĐT TP. Hồ Chí Minh,6.40,,,4.50,3.50,,,,
210,02079034,02 - Sở GDĐT TP. Hồ Chí Minh,7.00,5.50,,4.50,3.50,3.00,,,
211,02083382,02 - Sở GDĐT TP. Hồ Chí Minh,5.80,6.50,,4.50,3.50,3.25,,,
212,03008429,03 - Sở GDĐT Hải Phòng,3.80,7.00,,4.50,3.50,3.50,,,
213,02083075,02 - Sở GDĐT TP. Hồ Chí Minh,5.20,5.75,,4.50,3.50,3.50,,,
214,02082118,02 - Sở GDĐT TP. Hồ Chí Minh,6.40,7.00,,4.50,3.50,4.50,,,
215,01080358,01 - Sở GDĐT Hà Nội,7.20,,,4.50,3.75,,,,
216,02047900,02 - Sở GDĐT TP. Hồ Chí Minh,5.40,4.75,,4.50,3.75,3.75,,,
217,02049373,02 - Sở GDĐT TP. Hồ Chí Minh,5.80,4.75,,4.50,3.75,3.75,,,
218,02021211,02 - Sở GDĐT TP. Hồ Chí Minh,4.80,5.50,,4.50,3.75,5.00,,,
219,02067503,02 - Sở GDĐT TP. Hồ Chí Minh,6.60,4.50,,4.50,3.75,6.00,,,
220,02075763,02 - Sở GDĐT TP. Hồ Chí Minh,6.20,5.75,,4.50,4.00,2.25,,,
221,02064547,02 - Sở GDĐT TP. Hồ Chí Minh,6.00,5.00,,4.50,4.00,2.75,,,
222,02056617,02 - Sở GDĐT TP. Hồ Chí Minh,4.20,5.25,,4.50,4.00,3.00,,,
223,02075856,02 - Sở GDĐT TP. Hồ Chí Minh,5.80,3.75,,4.50,4.00,3.50,,,
224,02024717,02 - Sở GDĐT TP. Hồ Chí Minh,4.60,5.50,,4.50,4.00,4.25,,,
225,02052793,02 - Sở GDĐT TP. Hồ Chí Minh,4.80,,,4.50,4.25,,,,
226,02079344,02 - Sở GDĐT TP. Hồ Chí Minh,5.20,6.25,,4.50,4.25,3.00,,,
227,02081098,02 - Sở GDĐT TP. Hồ Chí Minh,7.00,5.00,,4.50,4.25,3.00,,,
228,02050270,02 - Sở GDĐT TP. Hồ Chí Minh,7.00,6.00,,4.50,4.25,3.00,,,
229,02084154,02 - Sở GDĐT TP. Hồ Chí Minh,5.60,4.75,,4.50,4.25,3.25,,,
230,02075112,02 - Sở GDĐT TP. Hồ Chí Minh,5.80,5.25,,4.50,4.25,3.25,,,
231,03009441,03 - Sở GDĐT Hải Phòng,7.60,,,4.50,4.25,4.50,,,
232,02053081,02 - Sở GDĐT TP. Hồ Chí Minh,6.60,,,4.50,4.50,,,,
233,02083109,02 - Sở GDĐT TP. Hồ Chí Minh,6.40,5.75,,4.50,4.50,2.00,,,
234,02068854,02 - Sở GDĐT TP. Hồ Chí Minh,6.40,4.75,,4.50,4.50,3.25,,,
235,02047644,02 - Sở GDĐT TP. Hồ Chí Minh,6.80,5.50,,4.50,4.75,2.75,,,
236,02004284,02 - Sở GDĐT TP. Hồ Chí Minh,6.80,5.75,,4.50,4.75,3.25,,,
237,02050042,02 - Sở GDĐT TP. Hồ Chí Minh,7.00,5.00,,4.50,4.75,3.50,,,
238,02073993,02 - Sở GDĐT TP. Hồ Chí Minh,7.40,4.75,,4.50,4.75,3.50,,,
239,02084442,02 - Sở GDĐT TP. Hồ Chí Minh,5.40,6.25,,4.50,4.75,3.75,,,
240,02084164,02 - Sở GDĐT TP. Hồ Chí Minh,4.20,6.00,,4.50,4.75,4.00,,,
241,02055186,02 - Sở GDĐT TP. Hồ Chí Minh,6.40,4.75,,4.50,4.75,4.25,,,
242,01089731,01 - Sở GDĐT Hà Nội,6.60,,,4.50,4.75,4.25,,,
243,02069965,02 - Sở GDĐT TP. Hồ Chí Minh,6.40,4.75,,4.50,4.75,4.75,,,
244,02076128,02 - Sở GDĐT TP. Hồ Chí Minh,7.20,4.50,,4.50,4.75,5.25,,,
245,02047198,02 - Sở GDĐT TP. Hồ Chí Minh,6.40,5.50,,4.50,4.75,6.00,,,
246,02054690,02 - Sở GDĐT TP. Hồ Chí Minh,5.00,,,4.50,5.00,,,,
247,02078619,02 - Sở GDĐT TP. Hồ Chí Minh,5.60,6.00,,4.50,5.00,3.00,,,
248,02084585,02 - Sở GDĐT TP. Hồ Chí Minh,4.60,4.25,,4.50,5.00,3.25,,,
249,02073987,02 - Sở GDĐT TP. Hồ Chí Minh,5.60,4.25,,4.50,5.00,3.25,,,
250,02083885,02 - Sở GDĐT TP. Hồ Chí Minh,6.40,6.25,,4.50,5.00,4.25,,,
251,02081384,02 - Sở GDĐT TP. Hồ Chí Minh,6.20,6.00,,4.50,5.00,4.75,,,
252,02080970,02 - Sở GDĐT TP. Hồ Chí Minh,6.80,5.25,,4.50,5.00,5.00,,,
253,02081750,02 - Sở GDĐT TP. Hồ Chí Minh,5.40,6.25,,4.50,5.00,5.25,,,
254,02049910,02 - Sở GDĐT TP. Hồ Chí Minh,7.60,5.00,,4.50,5.00,5.25,,,
255,02021469,02 - Sở GDĐT TP. Hồ Chí Minh,7.40,6.25,,4.50,5.00,6.50,,,
256,02056375,02 - Sở GDĐT TP. Hồ Chí Minh,4.80,,,4.50,5.25,,,,
257,02063142,02 - Sở GDĐT TP. Hồ Chí Minh,7.80,,,4.50,5.25,2.00,,,
258,02079133,02 - Sở GDĐT TP. Hồ Chí Minh,7.20,4.50,,4.50,5.25,2.75,,,
