,Số báo danh,Cụm thi,Toán,Ngữ văn,Ngoại ngữ,Vật lý,Hóa học,Sinh học,Lịch sử,Địa lý,GDCD
23,24008888,24 - Sở GDĐT Hà Nam,2.60,4.25,,4.50,,,3.50,4.50,
24,21012197,21 - Sở GDĐT Hải Dương,2.80,5.00,,4.50,,,3.50,4.50,
25,18008647,18 - Sở GDĐT Bắc Giang,2.80,5.50,,4.50,,,3.50,4.50,
26,19014839,19 - Sở GDĐT Bắc Ninh,3.00,1.75,,4.50,,,3.50,4.50,
27,23007836,23 - Sở GDĐT Hoà Bình,3.00,6.25,,4.50,,,3.50,4.50,
28,22007925,22 - Sở GDĐT Hưng Yên,3.20,3.25,,4.50,,,3.50,4.50,
29,22008906,22 - Sở GDĐT Hưng Yên,3.20,4.00,,4.50,,,3.50,4.50,
30,17006552,17 - Sở GDĐT Quảng Ninh,3.20,4.50,,4.50,,,3.50,4.50,
31,26009713,26 - Sở GDĐT Thái Bình,3.40,3.00,,4.50,,,3.50,4.50,
32,26005941,26 - Sở GDĐT Thái Bình,3.60,4.75,,4.50,,,3.50,4.50,
33,22003017,22 - Sở GDĐT Hưng Yên,3.80,4.00,,4.50,,,3.50,4.50,
34,26000685,26 - Sở GDĐT Thái Bình,3.80,4.00,,4.50,,,3.50,4.50,
35,18000173,18 - Sở GDĐT Bắc Giang,3.80,4.75,,4.50,,,3.50,4.50,
36,22007965,22 - Sở GDĐT Hưng Yên,4.00,3.25,,4.50,,,3.50,4.50,
37,21003530,21 - Sở GDĐT Hải Dương,4.00,6.00,,4.50,,,3.50,4.50,
38,22013562,22 - Sở GDĐT Hưng Yên,4.20,2.00,,4.50,,,3.50,4.50,
39,26000643,26 - Sở GDĐT Thái Bình,4.40,2.50,,4.50,,,3.50,4.50,
40,22008266,22 - Sở GDĐT Hưng Yên,4.40,3.25,,4.50,,,3.50,4.50,
41,18017068,18 - Sở GDĐT Bắc Giang,4.60,5.75,,4.50,,,3.50,4.50,
42,23001764,23 - Sở GDĐT Hoà Bình,4.80,6.00,,4.50,,,3.50,4.50,
43,18018309,18 - Sở GDĐT Bắc Giang,5.00,5.00,,4.50,,,3.50,4.50,
44,26000250,26 - Sở GDĐT Thái Bình,5.40,5.75,,4.50,,,3.50,4.50,
45,18003826,18 - Sở GDĐT Bắc Giang,5.80,6.50,,4.50,,,3.50,4.50,
46,17011573,17 - Sở GDĐT Quảng Ninh,6.00,4.00,,4.50,,,3.50,4.50,
47,19009940,19 - Sở GDĐT Bắc Ninh,6.60,2.50,,4.50,,,3.50,4.50,
48,19013633,19 - Sở GDĐT Bắc Ninh,,2.75,,4.75,,,3.50,4.75,
49,24008945,24 - Sở GDĐT Hà Nam,,5.00,,4.75,,,3.50,4.75,
50,17011041,17 - Sở GDĐT Quảng Ninh,1.40,3.75,,4.75,,,3.50,4.75,
51,17012661,17 - Sở GDĐT Quảng Ninh,1.40,4.25,,4.75,,,3.50,4.75,
52,22001587,22 - Sở GDĐT Hưng Yên,2.00,0.75,,4.75,,,3.50,4.75,
53,23000929,23 - Sở GDĐT Hoà Bình,2.00,4.25,,4.75,,,3.50,4.75,
54,21018570,21 - Sở GDĐT Hải Dương,2.20,3.25,,4.75,,,3.50,4.75,
55,21010902,21 - Sở GDĐT Hải Dương,2.20,3.50,,4.75,,,3.50,4.75,
56,17011144,17 - Sở GDĐT Quảng Ninh,2.20,4.00,,4.75,,,3.50,4.75,
57,22006244,22 - Sở GDĐT Hưng Yên,2.20,4.00,,4.75,,,3.50,4.75,
58,21018728,21 - Sở GDĐT Hải Dương,2.40,4.50,,4.75,,,3.50,4.75,
59,21000825,21 - Sở GDĐT Hải Dương,2.60,5.25,,4.75,,,3.50,4.75,
60,23008541,23 - Sở GDĐT Hoà Bình,2.60,6.75,,4.75,,,3.50,4.75,
61,22007769,22 - Sở GDĐT Hưng Yên,3.00,4.25,,4.75,,,3.50,4.75,
62,21008353,21 - Sở GDĐT Hải Dương,3.00,4.50,,4.75,,,3.50,4.75,
63,21012203,21 - Sở GDĐT Hải Dương,3.20,5.00,,4.75,,,3.50,4.75,
64,17010268,17 - Sở GDĐT Quảng Ninh,3.20,5.50,,4.75,,,3.50,4.75,
65,18018509,18 - Sở GDĐT Bắc Giang,3.20,5.50,,4.75,,,3.50,4.75,
66,21020032,21 - Sở GDĐT Hải Dương,3.40,3.25,,4.75,,,3.50,4.75,
67,21012346,21 - Sở GDĐT Hải Dương,3.60,5.50,,4.75,,,3.50,4.75,
68,17011515,17 - Sở GDĐT Quảng Ninh,3.60,6.00,,4.75,,,3.50,4.75,
69,21012168,21 - Sở GDĐT Hải Dương,3.80,3.50,,4.75,,,3.50,4.75,
70,18017014,18 - Sở GDĐT Bắc Giang,3.80,4.00,,4.75,,,3.50,4.75,
71,21002851,21 - Sở GDĐT Hải Dương,3.80,5.50,,4.75,,,3.50,4.75,
72,23007803,23 - Sở GDĐT Hoà Bình,3.80,5.50,,4.75,,,3.50,4.75,
73,24000664,24 - Sở GDĐT Hà Nam,4.00,3.50,,4.75,,,3.50,4.75,
74,21003464,21 - Sở GDĐT Hải Dương,4.00,5.00,,4.75,,,3.50,4.75,
75,21004938,21 - Sở GDĐT Hải Dương,4.20,5.00,,4.75,,,3.50,4.75,
76,17011773,17 - Sở GDĐT Quảng Ninh,4.40,3.50,,4.75,,,3.50,4.75,
77,25014032,25 - Sở GDĐT Nam Định,4.40,4.75,,4.75,,,3.50,4.75,
78,21002208,21 - Sở GDĐT Hải Dương,4.40,5.00,,4.75,,,3.50,4.75,
79,18017177,18 - Sở GDĐT Bắc Giang,4.40,5.25,,4.75,,,3.50,4.75,
80,23008555,23 - Sở GDĐT Hoà Bình,4.40,6.50,,4.75,,,3.50,4.75,
81,18009835,18 - Sở GDĐT Bắc Giang,4.60,5.75,,4.75,,,3.50,4.75,
82,26002427,26 - Sở GDĐT Thái Bình,4.80,3.50,,4.75,,,3.50,4.75,
83,17011749,17 - Sở GDĐT Quảng Ninh,4.80,3.75,,4.75,,,3.50,4.75,
84,17011590,17 - Sở GDĐT Quảng Ninh,5.00,6.75,,4.75,,,3.50,4.75,
85,24000975,24 - Sở GDĐT Hà Nam,5.20,5.00,,4.75,,,3.50,4.75,
86,21004981,21 - Sở GDĐT Hải Dương,5.20,5.75,,4.75,,,3.50,4.75,
87,21002112,21 - Sở GDĐT Hải Dương,5.40,3.25,,4.75,,,3.50,4.75,
88,19006591,19 - Sở GDĐT Bắc Ninh,5.60,7.50,,4.75,,,3.50,4.75,
89,17005674,17 - Sở GDĐT Quảng Ninh,5.80,5.25,,4.75,,,3.50,4.75,
90,25017289,25 - Sở GDĐT Nam Định,6.00,6.50,,4.75,,,3.50,4.75,
91,26001272,26 - Sở GDĐT Thái Bình,,3.00,,5.00,,,3.50,5.00,
92,17009003,17 - Sở GDĐT Quảng Ninh,1.20,3.00,,5.00,,,3.50,5.00,
93,18018382,18 - Sở GDĐT Bắc Giang,1.40,3.75,,5.00,,,3.50,5.00,
94,25002292,25 - Sở GDĐT Nam Định,1.60,4.50,,5.00,,,3.50,5.00,
95,18019269,18 - Sở GDĐT Bắc Giang,2.00,4.25,,5.00,,,3.50,5.00,
96,24008358,24 - Sở GDĐT Hà Nam,2.20,5.00,,5.00,,,3.50,5.00,
97,24008238,24 - Sở GDĐT Hà Nam,2.40,2.75,,5.00,,,3.50,5.00,
98,17004948,17 - Sở GDĐT Quảng Ninh,2.40,3.50,,5.00,,,3.50,5.00,
99,17009100,17 - Sở GDĐT Quảng Ninh,2.40,3.50,,5.00,,,3.50,5.00,
100,19011478,19 - Sở GDĐT Bắc Ninh,2.40,3.50,,5.00,,,3.50,5.00,
101,21020437,21 - Sở GDĐT Hải Dương,2.60,2.50,,5.00,,,3.50,5.00,
102,17011876,17 - Sở GDĐT Quảng Ninh,2.60,3.00,,5.00,,,3.50,5.00,
103,21000340,21 - Sở GDĐT Hải Dương,2.60,3.75,,5.00,,,3.50,5.00,
104,18017305,18 - Sở GDĐT Bắc Giang,2.60,5.25,,5.00,,,3.50,5.00,
105,17006111,17 - Sở GDĐT Quảng Ninh,2.80,5.25,,5.00,,,3.50,5.00,
106,18009788,18 - Sở GDĐT Bắc Giang,2.80,5.50,,5.00,,,3.50,5.00,
107,21003984,21 - Sở GDĐT Hải Dương,2.80,6.00,,5.00,,,3.50,5.00,
108,17013891,17 - Sở GDĐT Quảng Ninh,3.00,2.75,,5.00,,,3.50,5.00,
109,22002767,22 - Sở GDĐT Hưng Yên,3.00,3.00,,5.00,,,3.50,5.00,
110,22002855,22 - Sở GDĐT Hưng Yên,3.00,4.75,,5.00,,,3.50,5.00,
111,18011293,18 - Sở GDĐT Bắc Giang,3.00,5.50,,5.00,,,3.50,5.00,
112,18011726,18 - Sở GDĐT Bắc Giang,3.00,6.75,,5.00,,,3.50,5.00,
113,22008561,22 - Sở GDĐT Hưng Yên,3.20,3.00,,5.00,,,3.50,5.00,
114,18000388,18 - Sở GDĐT Bắc Giang,3.20,3.50,,5.00,,,3.50,5.00,
115,17011056,17 - Sở GDĐT Quảng Ninh,3.20,3.75,,5.00,,,3.50,5.00,
116,19005689,19 - Sở GDĐT Bắc Ninh,3.40,2.50,,5.00,,,3.50,5.00,
117,23000527,23 - Sở GDĐT Hoà Bình,3.40,6.75,,5.00,,,3.50,5.00,
118,25004718,25 - Sở GDĐT Nam Định,3.60,6.00,,5.00,,,3.50,5.00,
119,25003150,25 - Sở GDĐT Nam Định,4.00,5.00,,5.00,,,3.50,5.00,
120,21007896,21 - Sở GDĐT Hải Dương,4.00,5.50,,5.00,,,3.50,5.00,
121,22008982,22 - Sở GDĐT Hưng Yên,4.20,3.00,,5.00,,,3.50,5.00,
122,22008945,22 - Sở GDĐT Hưng Yên,4.20,3.75,,5.00,,,3.50,5.00,
123,18013706,18 - Sở GDĐT Bắc Giang,4.20,4.50,,5.00,,,3.50,5.00,
124,22004969,22 - Sở GDĐT Hưng Yên,4.60,2.25,,5.00,,,3.50,5.00,
125,22010172,22 - Sở GDĐT Hưng Yên,5.00,4.50,,5.00,,,3.50,5.00,
126,21002838,21 - Sở GDĐT Hải Dương,5.00,5.00,,5.00,,,3.50,5.00,
127,19010078,19 - Sở GDĐT Bắc Ninh,5.20,4.50,,5.00,,,3.50,5.00,
128,24000717,24 - Sở GDĐT Hà Nam,5.20,6.50,,5.00,,,3.50,5.00,
129,24000913,24 - Sở GDĐT Hà Nam,6.00,7.50,,5.00,,,3.50,5.00,
130,17005696,17 - Sở GDĐT Quảng Ninh,6.60,6.00,,5.00,,,3.50,5.00,
131,21008492,21 - Sở GDĐT Hải Dương,6.60,6.00,,5.00,,,3.50,5.00,
132,26001255,26 - Sở GDĐT Thái Bình,,5.25,,5.25,,,3.50,5.25,
133,24006703,24 - Sở GDĐT Hà Nam,,6.00,,5.25,,,3.50,5.25,
134,19011609,19 - Sở GDĐT Bắc Ninh,1.40,3.00,,5.25,,,3.50,5.25,
135,19012845,19 - Sở GDĐT Bắc Ninh,1.60,3.25,,5.25,,,3.50,5.25,
136,17009300,17 - Sở GDĐT Quảng Ninh,1.80,2.50,,5.25,,,3.50,5.25,
137,18009430,18 - Sở GDĐT Bắc Giang,1.80,4.25,,5.25,,,3.50,5.25,
138,17010267,17 - Sở GDĐT Quảng Ninh,2.20,3.75,,5.25,,,3.50,5.25,
139,21003838,21 - Sở GDĐT Hải Dương,2.20,4.00,,5.25,,,3.50,5.25,
140,19007101,19 - Sở GDĐT Bắc Ninh,2.20,5.50,,5.25,,,3.50,5.25,
141,22004296,22 - Sở GDĐT Hưng Yên,2.40,2.00,,5.25,,,3.50,5.25,
142,19005291,19 - Sở GDĐT Bắc Ninh,2.40,4.25,,5.25,,,3.50,5.25,
143,21018611,21 - Sở GDĐT Hải Dương,2.40,5.50,,5.25,,,3.50,5.25,
144,18011510,18 - Sở GDĐT Bắc Giang,2.40,6.00,,5.25,,,3.50,5.25,
145,23000662,23 - Sở GDĐT Hoà Bình,2.40,6.00,,5.25,,,3.50,5.25,
146,22010154,22 - Sở GDĐT Hưng Yên,2.60,2.50,,5.25,,,3.50,5.25,
147,24008409,24 - Sở GDĐT Hà Nam,2.60,6.00,,5.25,,,3.50,5.25,
148,17014029,17 - Sở GDĐT Quảng Ninh,2.80,3.00,,5.25,,,3.50,5.25,
149,17010621,17 - Sở GDĐT Quảng Ninh,2.80,4.25,,5.25,,,3.50,5.25,
150,21016062,21 - Sở GDĐT Hải Dương,2.80,4.25,,5.25,,,3.50,5.25,
151,17014995,17 - Sở GDĐT Quảng Ninh,2.80,4.75,,5.25,,,3.50,5.25,
152,17005357,17 - Sở GDĐT Quảng Ninh,3.00,2.50,,5.25,,,3.50,5.25,
153,24000969,24 - Sở GDĐT Hà Nam,3.00,3.00,,5.25,,,3.50,5.25,
154,21002411,21 - Sở GDĐT Hải Dương,3.00,5.00,,5.25,,,3.50,5.25,
155,26006449,26 - Sở GDĐT Thái Bình,3.20,2.25,,5.25,,,3.50,5.25,
156,17010849,17 - Sở GDĐT Quảng Ninh,3.20,2.50,,5.25,,,3.50,5.25,
157,23000640,23 - Sở GDĐT Hoà Bình,3.20,6.25,,5.25,,,3.50,5.25,
158,24005238,24 - Sở GDĐT Hà Nam,3.20,7.00,,5.25,,,3.50,5.25,
159,21020133,21 - Sở GDĐT Hải Dương,3.40,4.00,,5.25,,,3.50,5.25,
160,17011409,17 - Sở GDĐT Quảng Ninh,3.40,4.50,,5.25,,,3.50,5.25,
161,22006317,22 - Sở GDĐT Hưng Yên,3.40,4.50,,5.25,,,3.50,5.25,
162,19011702,19 - Sở GDĐT Bắc Ninh,3.60,3.75,,5.25,,,3.50,5.25,
163,17013648,17 - Sở GDĐT Quảng Ninh,3.60,4.50,,5.25,,,3.50,5.25,
164,21008561,21 - Sở GDĐT Hải Dương,3.60,4.75,,5.25,,,3.50,5.25,
165,21018109,21 - Sở GDĐT Hải Dương,3.60,6.50,,5.25,,,3.50,5.25,
166,25003955,25 - Sở GDĐT Nam Định,3.80,2.75,,5.25,,,3.50,5.25,
167,17005564,17 - Sở GDĐT Quảng Ninh,3.80,3.00,,5.25,,,3.50,5.25,
168,19001600,19 - Sở GDĐT Bắc Ninh,3.80,3.25,,5.25,,,3.50,5.25,
169,21014511,21 - Sở GDĐT Hải Dương,3.80,3.75,,5.25,,,3.50,5.25,
170,18020487,18 - Sở GDĐT Bắc Giang,3.80,4.00,,5.25,,,3.50,5.25,
171,18011183,18 - Sở GDĐT Bắc Giang,3.80,5.75,,5.25,,,3.50,5.25,
172,22007968,22 - Sở GDĐT Hưng Yên,4.00,1.75,,5.25,,,3.50,5.25,
173,26007073,26 - Sở GDĐT Thái Bình,4.00,3.75,,5.25,,,3.50,5.25,
174,17013413,17 - Sở GDĐT Quảng Ninh,4.00,5.25,,5.25,,,3.50,5.25,
175,24000573,24 - Sở GDĐT Hà Nam,4.40,4.50,,5.25,,,3.50,5.25,
176,25004873,25 - Sở GDĐT Nam Định,4.60,5.25,,5.25,,,3.50,5.25,
177,22006215,22 - Sở GDĐT Hưng Yên,4.60,6.00,,5.25,,,3.50,5.25,
178,21001532,21 - Sở GDĐT Hải Dương,5.00,5.00,,5.25,,,3.50,5.25,
179,26007131,26 - Sở GDĐT Thái Bình,5.20,3.00,,5.25,,,3.50,5.25,
180,24006670,24 - Sở GDĐT Hà Nam,5.20,5.25,,5.25,,,3.50,5.25,
181,24001151,24 - Sở GDĐT Hà Nam,5.40,3.00,,5.25,,,3.50,5.25,
182,24003513,24 - Sở GDĐT Hà Nam,5.40,6.00,,5.25,,,3.50,5.25,
183,18011090,18 - Sở GDĐT Bắc Giang,5.40,6.25,,5.25,,,3.50,5.25,
184,19012725,19 - Sở GDĐT Bắc Ninh,5.60,4.00,,5.25,,,3.50,5.25,
185,21001995,21 - Sở GDĐT Hải Dương,5.60,6.25,,5.25,,,3.50,5.25,
186,26000243,26 - Sở GDĐT Thái Bình,6.20,5.75,,5.25,,,3.50,5.25,
187,25017665,25 - Sở GDĐT Nam Định,6.40,4.50,,5.25,,,3.50,5.25,
188,22004645,22 - Sở GDĐT Hưng Yên,6.60,2.75,,5.25,,,3.50,5.25,
189,22007534,22 - Sở GDĐT Hưng Yên,7.00,4.75,,5.25,,,3.50,5.25,
190,18009668,18 - Sở GDĐT Bắc Giang,,3.50,,5.50,,,3.50,5.50,
191,23009346,23 - Sở GDĐT Hoà Bình,,4.25,,5.50,,,3.50,5.50,
192,26002316,26 - Sở GDĐT Thái Bình,2.00,4.00,,5.50,,,3.50,5.50,
193,25003576,25 - Sở GDĐT Nam Định,2.20,4.00,,5.50,,,3.50,5.50,
194,24005498,24 - Sở GDĐT Hà Nam,2.20,6.75,,5.50,,,3.50,5.50,
195,17011051,17 - Sở GDĐT Quảng Ninh,2.60,2.00,,5.50,,,3.50,5.50,
196,23004727,23 - Sở GDĐT Hoà Bình,2.60,5.25,,5.50,,,3.50,5.50,
197,25010964,25 - Sở GDĐT Nam Định,2.80,3.50,,5.50,,,3.50,5.50,
198,18018383,18 - Sở GDĐT Bắc Giang,2.80,5.25,,5.50,,,3.50,5.50,
199,26001859,26 - Sở GDĐT Thái Bình,2.80,5.25,,5.50,,,3.50,5.50,
200,22007895,22 - Sở GDĐT Hưng Yên,3.00,2.00,,5.50,,,3.50,5.50,
201,24005151,24 - Sở GDĐT Hà Nam,3.00,3.50,,5.50,,,3.50,5.50,
202,17014129,17 - Sở GDĐT Quảng Ninh,3.00,5.25,,5.50,,,3.50,5.50,
203,21014413,21 - Sở GDĐT Hải Dương,3.00,5.25,,5.50,,,3.50,5.50,
204,25003985,25 - Sở GDĐT Nam Định,3.00,6.00,,5.50,,,3.50,5.50,
205,26001743,26 - Sở GDĐT Thái Bình,3.20,2.25,,5.50,,,3.50,5.50,
206,17011583,17 - Sở GDĐT Quảng Ninh,3.20,4.00,,5.50,,,3.50,5.50,
207,23008148,23 - Sở GDĐT Hoà Bình,3.20,6.50,,5.50,,,3.50,5.50,
208,22003237,22 - Sở GDĐT Hưng Yên,3.40,3.00,,5.50,,,3.50,5.50,
209,22005249,22 - Sở GDĐT Hưng Yên,3.80,2.75,,5.50,,,3.50,5.50,
210,21007657,21 - Sở GDĐT Hải Dương,3.80,5.00,,5.50,,,3.50,5.50,
211,24008442,24 - Sở GDĐT Hà Nam,3.80,6.25,,5.50,,,3.50,5.50,
212,18017349,18 - Sở GDĐT Bắc Giang,4.00,2.75,,5.50,,,3.50,5.50,
213,24000415,24 - Sở GDĐT Hà Nam,4.00,6.00,,5.50,,,3.50,5.50,
214,17010550,17 - Sở GDĐT Quảng Ninh,4.40,2.75,,5.50,,,3.50,5.50,
215,24000373,24 - Sở GDĐT Hà Nam,4.40,5.75,,5.50,,,3.50,5.50,
216,21003787,21 - Sở GDĐT Hải Dương,4.40,7.50,,5.50,,,3.50,5.50,
217,19006580,19 - Sở GDĐT Bắc Ninh,4.60,6.25,,5.50,,,3.50,5.50,
218,22011283,22 - Sở GDĐT Hưng Yên,4.80,4.00,,5.50,,,3.50,5.50,
219,17011640,17 - Sở GDĐT Quảng Ninh,5.00,4.75,,5.50,,,3.50,5.50,
220,22004479,22 - Sở GDĐT Hưng Yên,5.20,4.00,,5.50,,,3.50,5.50,
221,24000878,24 - Sở GDĐT Hà Nam,5.20,4.00,,5.50,,,3.50,5.50,
222,18019669,18 - Sở GDĐT Bắc Giang,5.20,5.25,,5.50,,,3.50,5.50,
223,17005435,17 - Sở GDĐT Quảng Ninh,5.40,4.50,,5.50,,,3.50,5.50,
224,26002338,26 - Sở GDĐT Thái Bình,5.80,4.75,,5.50,,,3.50,5.50,
225,19006631,19 - Sở GDĐT Bắc Ninh,5.80,7.50,,5.50,,,3.50,5.50,
226,18011276,18 - Sở GDĐT Bắc Giang,6.20,6.50,,5.50,,,3.50,5.50,
227,25002882,25 - Sở GDĐT Nam Định,6.20,6.50,,5.50,,,3.50,5.50,
228,17011022,17 - Sở GDĐT Quảng Ninh,7.00,5.00,,5.50,,,3.50,5.50,
229,24007678,24 - Sở GDĐT Hà Nam,,4.00,,5.75,,,3.50,5.75,
230,23000664,23 - Sở GDĐT Hoà Bình,,6.00,,5.75,,,3.50,5.75,
231,26000318,26 - Sở GDĐT Thái Bình,1.20,2.75,,5.75,,,3.50,5.75,
232,18020091,18 - Sở GDĐT Bắc Giang,1.80,3.75,,5.75,,,3.50,5.75,
233,17013403,17 - Sở GDĐT Quảng Ninh,2.00,2.75,,5.75,,,3.50,5.75,
234,17010778,17 - Sở GDĐT Quảng Ninh,2.00,3.75,,5.75,,,3.50,5.75,
235,17010464,17 - Sở GDĐT Quảng Ninh,2.40,3.25,,5.75,,,3.50,5.75,
236,17013103,17 - Sở GDĐT Quảng Ninh,2.40,4.00,,5.75,,,3.50,5.75,
237,26002219,26 - Sở GDĐT Thái Bình,2.40,4.00,,5.75,,,3.50,5.75,
238,17013351,17 - Sở GDĐT Quảng Ninh,2.40,4.25,,5.75,,,3.50,5.75,
239,17013030,17 - Sở GDĐT Quảng Ninh,2.60,2.75,,5.75,,,3.50,5.75,
240,21012263,21 - Sở GDĐT Hải Dương,2.60,4.50,,5.75,,,3.50,5.75,
241,17013627,17 - Sở GDĐT Quảng Ninh,2.60,5.25,,5.75,,,3.50,5.75,
242,22002889,22 - Sở GDĐT Hưng Yên,3.00,1.50,,5.75,,,3.50,5.75,
243,17013135,17 - Sở GDĐT Quảng Ninh,3.00,4.00,,5.75,,,3.50,5.75,
244,22006187,22 - Sở GDĐT Hưng Yên,3.20,3.75,,5.75,,,3.50,5.75,
245,21001836,21 - Sở GDĐT Hải Dương,3.20,5.50,,5.75,,,3.50,5.75,
246,25002146,25 - Sở GDĐT Nam Định,3.20,6.50,,5.75,,,3.50,5.75,
247,18020581,18 - Sở GDĐT Bắc Giang,3.60,5.75,,5.75,,,3.50,5.75,
248,18001060,18 - Sở GDĐT Bắc Giang,3.60,6.00,,5.75,,,3.50,5.75,
249,18008441,18 - Sở GDĐT Bắc Giang,3.60,6.50,,5.75,,,3.50,5.75,
250,17011646,17 - Sở GDĐT Quảng Ninh,3.80,5.75,,5.75,,,3.50,5.75,
251,24008435,24 - Sở GDĐT Hà Nam,4.00,4.00,,5.75,,,3.50,5.75,
252,21013034,21 - Sở GDĐT Hải Dương,4.00,4.50,,5.75,,,3.50,5.75,
253,18000540,18 - Sở GDĐT Bắc Giang,4.20,5.00,,5.75,,,3.50,5.75,
254,18006105,18 - Sở GDĐT Bắc Giang,4.20,5.00,,5.75,,,3.50,5.75,
255,22002686,22 - Sở GDĐT Hưng Yên,4.40,2.75,,5.75,,,3.50,5.75,
256,26009256,26 - Sở GDĐT Thái Bình,4.40,4.25,,5.75,,,3.50,5.75,
257,26000460,26 - Sở GDĐT Thái Bình,4.40,5.25,,5.75,,,3.50,5.75,
258,24000668,24 - Sở GDĐT Hà Nam,4.60,5.00,,5.75,,,3.50,5.75,
259,24005571,24 - Sở GDĐT Hà Nam,4.80,3.25,,5.75,,,3.50,5.75,
260,22008319,22 - Sở GDĐT Hưng Yên,4.80,3.50,,5.75,,,3.50,5.75,
261,24005588,24 - Sở GDĐT Hà Nam,5.20,5.00,,5.75,,,3.50,5.75,
262,25019666,25 - Sở GDĐT Nam Định,5.40,4.75,,5.75,,,3.50,5.75,
263,18003713,18 - Sở GDĐT Bắc Giang,5.80,4.75,,5.75,,,3.50,5.75,
264,22009247,22 - Sở GDĐT Hưng Yên,6.00,6.00,,5.75,,,3.50,5.75,
265,18006183,18 - Sở GDĐT Bắc Giang,6.20,5.75,,5.75,,,3.50,5.75,
266,21016065,21 - Sở GDĐT Hải Dương,6.60,5.00,,5.75,,,3.50,5.75,
267,24003813,24 - Sở GDĐT Hà Nam,6.60,6.50,,5.75,,,3.50,5.75,
268,22007902,22 - Sở GDĐT Hưng Yên,7.40,4.00,,5.75,,,3.50,5.75,
269,22000678,22 - Sở GDĐT Hưng Yên,,4.50,,6.00,,,3.50,6.00,
270,26001052,26 - Sở GDĐT Thái Bình,,5.75,,6.00,,,3.50,6.00,
271,21004092,21 - Sở GDĐT Hải Dương,2.00,2.25,,6.00,,,3.50,6.00,
272,22011304,22 - Sở GDĐT Hưng Yên,2.40,3.50,,6.00,,,3.50,6.00,
273,22001597,22 - Sở GDĐT Hưng Yên,2.40,5.00,,6.00,,,3.50,6.00,
274,17010492,17 - Sở GDĐT Quảng Ninh,2.80,4.25,,6.00,,,3.50,6.00,
275,18011202,18 - Sở GDĐT Bắc Giang,2.80,4.50,,6.00,,,3.50,6.00,
276,23007838,23 - Sở GDĐT Hoà Bình,2.80,5.25,,6.00,,,3.50,6.00,
277,25000610,25 - Sở GDĐT Nam Định,2.80,6.25,,6.00,,,3.50,6.00,
278,19015039,19 - Sở GDĐT Bắc Ninh,3.00,5.25,,6.00,,,3.50,6.00,
279,21015898,21 - Sở GDĐT Hải Dương,3.00,5.25,,6.00,,,3.50,6.00,
280,19014254,19 - Sở GDĐT Bắc Ninh,3.00,5.75,,6.00,,,3.50,6.00,
281,19011405,19 - Sở GDĐT Bắc Ninh,3.20,4.50,,6.00,,,3.50,6.00,
282,17011062,17 - Sở GDĐT Quảng Ninh,3.40,4.75,,6.00,,,3.50,6.00,
283,21017961,21 - Sở GDĐT Hải Dương,3.60,4.50,,6.00,,,3.50,6.00,
